,Specialty,Specialty Code HBP 2.0,Package Code HBP 1.0,Package Code HBP 2.0,AB PM - JAY  Package Name,Procedure Code HBP 2.0,AB PM - JAY  Procedure Name,Procedure Price
761,Surgical Oncology,SC,New Package,SC049,Pleurectomy Decortication,SC049A,Pleurectomy Decortication,"39,000"
762,Surgical Oncology,SC,New Package,SC050,Chamberlain procedure,SC050A,Chamberlain procedure,"22,200"
763,Surgical Oncology,SC,New Package,SC051,Extrapleural pneumonectomy,SC051A,Extrapleural pneumonectomy,"66,000"
764,Surgical Oncology,SC,"S100219, S100237",SC052,Pneumonectomy,SC052A,Pneumonectomy,"54,000"
765,Surgical Oncology,SC,"S1500024, S1500025, S1500026",SC053,Lung metastectomy,SC053A,Open,"30,000"
766,Surgical Oncology,SC,"S1500024, S1500025, S1500026",SC053,Lung metastectomy,SC053B,VATS,"30,000"
767,Surgical Oncology,SC,S100231,SC054,Thoracostomy,SC054A,Thoracostomy,"19,800"
768,Surgical Oncology,SC,New Package,SC055,Mediastinal lymphadenectomy,SC055A,Open,"36,000"
769,Surgical Oncology,SC,New Package,SC055,Mediastinal lymphadenectomy,SC055B,Video - assisted,"36,000"
770,Surgical Oncology,SC,New Package,SC056,Mediastinal mass excision with lung resection,SC056A,Mediastinal mass excision with lung resection,"60,000"
771,Surgical Oncology,SC,New Package,SC057,Segmental resection of lung,SC057A,Open,"42,000"
772,Surgical Oncology,SC,New Package,SC057,Segmental resection of lung,SC057B,Thoracoscopic,"42,000"
773,Surgical Oncology,SC,New Package,SC058,Wedge resection lung,SC058A,Open,"36,000"
774,Surgical Oncology,SC,New Package,SC058,Wedge resection lung,SC058B,Thoracoscopic,"36,000"
775,Surgical Oncology,SC,S1500023,SC059,Breast conserving surgery,SC059A,Breast conserving surgery  (lumpectomy + axillary surgery),"22,800"
776,Surgical Oncology,SC,New Package,SC059,Breast conserving surgery,SC059B,Breast conserving surgery with Oncoplasty,"24,600"
777,Surgical Oncology,SC,New Package,SC060,Axillary Sampling / Sentinel Node Biopsy,SC060A,Axillary Sampling / Sentinel Node Biopsy,"16,200"
778,Surgical Oncology,SC,S1500022,SC061,Axillary dissection,SC061A,Axillary dissection,"19,800"
779,Surgical Oncology,SC,New Package,SC062,Scalp tumour excision with skull bone excision,SC062A,Scalp tumour excision with skull bone excision,"30,000"
780,Surgical Oncology,SC,New Package,SC063,Neuroblastoma Excision,SC063A,Neuroblastoma Excision,"60,000"
781,"Surgical Oncology, ENT",SC,S200014,SC064,Excision of Pinna for Growths / Injuries - Total  Amputation & Excision of External Auditory  Meatus,SC064A,Growth - Squamous,"21,600"
782,"Surgical Oncology, ENT",SC,S200014,SC064,Excision of Pinna for Growths / Injuries - Total  Amputation & Excision of External Auditory  Meatus,SC064B,Growth - Basal,"21,600"
783,"Surgical Oncology, ENT",SC,S200014,SC064,Excision of Pinna for Growths / Injuries - Total  Amputation & Excision of External Auditory  Meatus,SC064C,Injury,"21,600"
784,Surgical Oncology,SC,S1500013,SC065,Neck dissection - comprehensive,SC065A,Neck dissection - comprehensive,"16,000"
785,Surgical Oncology,SC,"S100130, S100131",SC066,Benign Soft Tissue Tumour - Excision,SC066A,Benign Soft Tissue Tumour - Excision,"12,000"
786,Surgical Oncology,SC,New Package,SC067,Malignant Soft Tissue Tumour - Excision,SC067A,Malignant Soft Tissue Tumour - Excision,"24,000"
787,"Surgical Oncology, Plastic  & Reconstructive Surgery",SC,S1500005,SC068,Regional flap,SC068A,Myocutaneous flap,"30,600"
788,"Surgical Oncology, Plastic  & Reconstructive Surgery",SC,S1500006,SC068,Regional flap,SC068B,Fasciocutaneous flap,"30,600"
789,Surgical Oncology,SC,New Package,SC069,Rotationplasty,SC069A,Rotationplasty,"45,000"
790,"Surgical Oncology,  Orthopedics",SC,New Package,SC070,Bone tumors / soft tissue sarcomas: surgery,SC070A,Bone tumors / soft tissue sarcomas: surgery,"30,000"
791,Surgical Oncology,SC,New Package,SC071,Endoprosthesis Revision,SC071A,Complete,"39,000"
792,Surgical Oncology,SC,New Package,SC071,Endoprosthesis Revision,SC071B,Partial,"24,000"
793,Surgical Oncology,SC,New Package,SC072,Vertebral Tumour Excision and Reconstruction,SC072A,Vertebral Tumour Excision and Reconstruction,"54,000"
794,"Surgical Oncology, Plastic  & Reconstructive Surgery",SC,S1500009,SC073,Microvascular reconstruction (free flaps),SC073A,Microvascular reconstruction (free flaps),"45,000"
795,"Surgical Oncology, CTVS,  Plastic & Reconstructive  Surgery",SC,New Package,SC074,Vascular reconstruction,SC074A,Vascular reconstruction,"57,600"
796,Surgical Oncology,SC,New Package,SC075,Curopsy / Sclerotherapy,SC075A,Curopsy / Sclerotherapy,"19,200"
797,Surgical Oncology,SC,New Package,SC076,Chemo Port Insertion,SC076A,Chemo Port Insertion,"18,000"
798,Ophthalmology,SE,S300019,SE001,Ptosis Surgery,SE001A,Ptosis Surgery,"8,000"
799,Ophthalmology,SE,S300034,SE002,Entropion correction,SE002A,Entropion correction,"6,600"
800,Ophthalmology,SE,S300035,SE003,Ectropion correction,SE003A,Ectropion correction,"6,500"
801,Ophthalmology,SE,S300038,SE004,Lid Tear Repair,SE004A,Lid Tear Repair,"5,000"
802,Ophthalmology,SE,New Package,SE005,Lid Abscess Drainage,SE005A,Lid Abscess Drainage,"3,000"
803,Ophthalmology,SE,S300022,SE006,Lid Tumor excision + Lid Reconstruction,SE006A,Lid Tumor excision + Lid Reconstruction,"10,000"
804,Ophthalmology,SE,New Package,SE007,Chalazion Removal,SE007A,Chalazion Removal,"2,000"
805,Ophthalmology,SE,S300040,SE008,Squint correction,SE008A,Minor - upto 2 muscles,"4,000"
806,Ophthalmology,SE,S300040,SE008,Squint correction,SE008B,Major - 3 or more muscles (complex surgery  involving four muscles or oblique muscles),"14,000"
807,Ophthalmology,SE,S300033,SE009,Conjunctival tumour excision including Amniotic  Membrane Graft,SE009A,Conjunctival tumour excision including Amniotic  Membrane Graft,"7,000"
808,Ophthalmology,SE,S300008,SE010,Dacryocystorhinostomy,SE010A,Canaliculo Dacryocystorhinostomy with Silicon  Tube / Stent,"8,000"
809,Ophthalmology,SE,S300002,SE010,Dacryocystorhinostomy,SE010B,Canaliculo Dacryocystorhinostomy without Silicon  Tube / Stent,"8,000"
810,Ophthalmology,SE,New Package,SE010,Dacryocystorhinostomy,SE010C,Dacryocystorhinostomy with Silicon Tube / Stent,"8,000"
811,Ophthalmology,SE,New Package,SE010,Dacryocystorhinostomy,SE010D,Dacryocystorhinostomy without Silicon Tube /  Stent,"8,000"
812,Ophthalmology,SE,New Package,SE011,Corneal Ulcer Management,SE011A,Corneal Ulcer Management,"4,000"
813,Ophthalmology,SE,S300004,SE012,Corneal Grafting,SE012A,Corneal Grafting,"8,500"
814,Ophthalmology,SE,New Package,SE012,Corneal Grafting,SE012B,Corneal Graft - Follow Up,"2,000"
815,Ophthalmology,SE,New Package,SE013,Corneal Collagen Crosslinking,SE013A,Corneal Collagen Crosslinking,"9,000"
816,Ophthalmology,SE,S300007,SE014,Pterygium + Conjunctival Autograft,SE014A,Pterygium + Conjunctival Autograft,"5,000"
817,Ophthalmology,SE,S300018,SE015,Corneo / Scleral / Corneo scleral tear repair,SE015A,Corneo / Scleral / Corneo scleral tear repair,"11,500"
818,Ophthalmology,SE,New Package,SE016,Corneal / Scleral Patch Graft,SE016A,Corneal / Scleral Patch Graft,"3,000"
819,Ophthalmology,SE,S300021,SE017,Scleral buckling surgery,SE017A,Scleral buckling surgery,"15,000"
820,Ophthalmology,SE,S300001,SE018,Scleral Buckle Removal,SE018A,Scleral Buckle Removal,"5,500"
821,Ophthalmology,SE,S300016,SE019,Limbal Dermoid Removal,SE019A,Limbal Dermoid Removal,"1,000"
822,Ophthalmology,SE,S300029,SE020,Cataract surgery,SE020A,Phaco emulsification with foldable hydrophobic  acrylic IOL,"4,500"
823,Ophthalmology,SE,S300030,SE020,Cataract surgery,SE020B,SICS with non-foldable IOL,"4,000"
824,Ophthalmology,SE,S300015,SE021,Surgery for Pediatric Cataract,SE021A,Paediatric lensectomy,"9,200"
825,Ophthalmology,SE,S300015,SE021,Surgery for Pediatric Cataract,SE021B,Pediatric lens aspiration with posterior capsulotomy  & anterior vitrectomy,"9,200"
826,Ophthalmology,SE,New Package,SE021,Surgery for Pediatric Cataract,SE021C,Paediatric Membranectomy & anterior vitrectomy,"9,200"
827,Ophthalmology,SE,S300003,SE022,Capsulotomy (YAG),SE022A,Capsulotomy (YAG),"1,500"
828,Ophthalmology,SE,New Package,SE023,SFIOL (inclusive of Vitrectomy),SE023A,SFIOL (inclusive of Vitrectomy),"15,000"
829,Ophthalmology,SE,New Package,SE024,Secondary IOL / IOL Exchange / Explant,SE024A,Secondary IOL / IOL Exchange / Explant,"2,000"
830,Ophthalmology,SE,S300020,SE025,IRIS Prolapse – Repair,SE025A,IRIS Prolapse – Repair,"4,000"
831,Ophthalmology,SE,"S300024, S300025",SE026,Iridectomy,SE026A,Iridectomy,"2,000"
832,Ophthalmology,SE,S300006,SE027,Glaucoma Surgery,SE027A,Cyclocryotherapy / Cyclophotocoagulation,"3,700"
833,Ophthalmology,SE,S300012,SE027,Glaucoma Surgery,SE027B,"Glaucoma Surgery (Trabeculectomy only) with or  without Mitomycin C, including postoperative  medications for 12 weeks  (and wherever surgical or laser procedures required  for bleb augmentation and anterior chamber  maintenance)","11,000"
834,Ophthalmology,SE,New Package,SE027,Glaucoma Surgery,SE027C,Glaucoma Shunt Surgery,"13,000"
835,Ophthalmology,SE,New Package,SE027,Glaucoma Surgery,SE027D,Pediatric Glaucoma Surgery,"15,000"
836,Ophthalmology,SE,New Package,SE028,EUA for Confirmation of Pediatric Glaucoma,SE028A,EUA for Confirmation of Pediatric Glaucoma,"3,000"
837,Ophthalmology,SE,New Package,SE029,Retinal Laser Photocoagulation,SE029A,For retinal tear repair Per Eye Per Sitting,"1,500"
838,Ophthalmology,SE,New Package,SE029,Retinal Laser Photocoagulation,SE029B,Pan Retinal Photocoagulation (PRP) - Retinal Laser  including 3 sittings / package of retino laser  photocoagulation  (3 sittings per eye for both eyes),"8,500"
839,Ophthalmology,SE,S300037,SE030,ROP Laser - Per Eye,SE030A,ROP Laser - Per Eye,"5,000"
840,Ophthalmology,SE,S300005,SE031,Retinal Cryopexy,SE031A,Retinal Cryopexy,"3,800"
841,Ophthalmology,SE,S300028,SE032,Vitreoretinal Surgery (with Silicon Oil Insertion),SE032A,Vitreoretinal Surgery (with Silicon Oil Insertion),"17,900"
842,Ophthalmology,SE,S300027,SE033,SOR (Silicon Oil Removal),SE033A,SOR (Silicon Oil Removal),"9,300"
843,Ophthalmology,SE,New Package,SE034,Endophthalmitis (excluding Vitrectomy),SE034A,Endophthalmitis (excluding Vitrectomy),"8,000"
844,Ophthalmology,SE,S300009,SE035,Enucleation,SE035A,Without implant,"8,400"
845,Ophthalmology,SE,S300010,SE035,Enucleation,SE035B,With implant,"8,400"
846,Ophthalmology,SE,S300036,SE036,Evisceration,SE036A,Evisceration,"3,800"
847,"Ophthalmology, Surgical  Oncology",SE,S300011,SE037,Exenteration,SE037A,Exenteration,"15,000"
848,Ophthalmology,SE,S300023,SE038,Socket Reconstruction including Amniotic  Membrane Graft,SE038A,Socket Reconstruction including Amniotic  Membrane Graft,"11,200"
849,Ophthalmology,SE,S300039,SE039,Orbitotomy,SE039A,Orbitotomy,"14,000"
850,Ophthalmology,SE,New Package,SE040,GA / EUA separate add on package,SE040A,GA / EUA separate add on package,"3,000"
851,"General Surgery, Surgical  Oncology",SG,"S100103, S100195",SG001,Oesophagectomy,SG001A,Oesophagectomy,"28,300"
852,"General Surgery, Pediatric  Surgery",SG,S100213,SG002,Operations for Replacement of Oesophagus by  Colon,SG002A,Operations for Replacement of Oesophagus by  Colon,"30,500"
853,General Surgery,SG,S100009,SG003,Gastrectomy,SG003A,Bleeding Ulcer - Partial Gastrectomy without  Vagotomy,"25,000"
854,General Surgery,SG,S100008,SG003,Gastrectomy,SG003B,Bleeding Ulcer - Partial Gastrectomy with  Vagotomy,"25,000"
855,"General Surgery, Surgical  Oncology",SG,"S100009, S100216",SG003,Gastrectomy,SG003C,Partial Gastrectomy for Carcinoma,"27,800"
856,"General Surgery, Surgical  Oncology",SG,"S100009, S100216",SG003,Gastrectomy,SG003D,Subtotal Gastrectomy for Carcinoma,"27,800"
857,"General Surgery, Surgical  Oncology",SG,New Package,SG003,Gastrectomy,SG003E,Total Gastrectomy - Lap.,"51,600"
858,"General Surgery, Surgical  Oncology",SG,S100009,SG003,Gastrectomy,SG003F,Total Gastrectomy - Open,"51,600"
859,"General Surgery, Pediatric  Surgery",SG,S100064,SG004,Operative Gastrostomy,SG004A,Operative Gastrostomy,"15,000"
860,General Surgery,SG,S100060,SG005,Vagotomy,SG005A,G J Vagotomy,"23,500"
861,General Surgery,SG,S100060,SG005,Vagotomy,SG005B,Vagotomy + Pyloroplasty,"23,500"
862,General Surgery,SG,S100196,SG006,Operation for Bleeding Peptic Ulcer,SG006A,Operation for Bleeding Peptic Ulcer,"22,500"
863,General Surgery,SG,S100089,SG007,Operation for Gastric / Duodenal Perforation,SG007A,Gastric Perforation,"18,500"
864,General Surgery,SG,S100065,SG007,Operation for Gastric / Duodenal Perforation,SG007B,Duodenal Perforation,"18,500"
865,"General Surgery, Pediatric  Surgery",SG,S100112,SG008,Pyloroplasty,SG008A,Pyloroplasty,"14,000"
866,"General Surgery, Pediatric  Surgery",SG,S100185,SG009,Pyloromyotomy,SG009A,Pyloromyotomy,"15,000"
867,"General Surgery, Surgical  Oncology",SG,S100063,SG010,Gastrojejunostomy,SG010A,Gastrojejunostomy,"18,500"
868,"General Surgery, Pediatric  Surgery",SG,S100205,SG011,CystoJejunostomy / Cystogastrostomy,SG011A,CystoJejunostomy - Open,"20,000"
869,"General Surgery, Pediatric  Surgery",SG,S100205,SG011,CystoJejunostomy / Cystogastrostomy,SG011B,CystoJejunostomy - Lap.,"20,000"
870,"General Surgery, Pediatric  Surgery",SG,S100205,SG011,CystoJejunostomy / Cystogastrostomy,SG011C,Cystogastrostomy - Open,"20,000"
871,"General Surgery, Pediatric  Surgery",SG,S100182,SG011,CystoJejunostomy / Cystogastrostomy,SG011D,Cystogastrostomy - Lap.,"20,000"
872,"General Surgery, Surgical  Oncology, Pediatric Surgery",SG,S100088,SG012,Feeding Jejunostomy,SG012A,Feeding Jejunostomy,"10,000"
873,"General Surgery, Pediatric  Surgery",SG,S100095,SG013,Ileostomy,SG013A,Ileostomy,"14,000"
874,"General Surgery, Pediatric  Surgery",SG,S100204,SG014,Congenital Atresia & Stenosis of Small Intestine,SG014A,Congenital Atresia & Stenosis of Small Intestine,"23,000"
875,"General Surgery, Pediatric  Surgery",SG,S100030,SG015,Operation for Duplication of Intestine,SG015A,Operation for Duplication of Intestine,"18,000"
876,General Surgery,SG,S100028,SG016,Diverticulectomy,SG016A,Excision Duodenal Diverticulum,"20,000"
877,"General Surgery, Pediatric  Surgery",SG,S100041,SG016,Diverticulectomy,SG016B,Excision Meckel's Diverticulum,"15,000"
878,"General Surgery, Pediatric  Surgery",SG,S100003,SG017,Appendicectomy,SG017A,Open,"11,000"
879,"General Surgery, Pediatric  Surgery",SG,S100180,SG017,Appendicectomy,SG017B,Lap.,"11,000"
880,"General Surgery, Pediatric  Surgery",SG,S100091,SG018,Appendicular Perforation,SG018A,Appendicular Perforation,"17,500"
881,"General Surgery, Pediatric  Surgery",SG,"S100004, S100200",SG019,Operative drainage of Appendicular Abscess,SG019A,Operative drainage of Appendicular Abscess,"12,000"
882,"General Surgery, Surgical  Oncology",SG,New Package,SG020,Total Colectomy,SG020A,Open,"23,000"
883,"General Surgery, Surgical  Oncology",SG,S100174,SG020,Total Colectomy,SG020B,Lap.,"23,000"
884,"General Surgery, Surgical  Oncology",SG,New Package,SG021,Hemi colectomy,SG021A,Right - Open,"25,000"
885,"General Surgery, Surgical  Oncology",SG,S100172,SG021,Hemi colectomy,SG021B,Right - Lap.,"25,000"
886,"General Surgery, Surgical  Oncology",SG,New Package,SG021,Hemi colectomy,SG021C,Left - Open,"25,000"
887,"General Surgery, Surgical  Oncology",SG,S100171,SG021,Hemi colectomy,SG021D,Left - Lap.,"25,000"
888,"General Surgery, Pediatric  Surgery",SG,S100144,SG022,Operative Management of Volvulus of Large Bowel,SG022A,Operative Management of Volvulus of Large Bowel,"25,000"
889,"General Surgery, Surgical  Oncology, Pediatric Surgery",SG,S100018,SG023,Colostomy,SG023A,Colostomy,"14,000"
890,"General Surgery, Surgical  Oncology, Pediatric Surgery",SG,S100202,SG024,Closure of stoma,SG024A,Closure of stoma,"14,500"
891,General Surgery,SG,S100127,SG025,Sigmoid Resection,SG025A,Sigmoid Resection,"21,500"
892,General Surgery,SG,S100117,SG026,Perineal Procedure for Rectal Prolapse,SG026A,Perineal Procedure for Rectal Prolapse,"14,000"
893,General Surgery,SG,New Package,SG027,Abdominal Procedure for Rectal Prolapse,SG027A,Open,"19,000"
894,General Surgery,SG,New Package,SG027,Abdominal Procedure for Rectal Prolapse,SG027B,Lap.,"19,000"
895,"General Surgery, Surgical  Oncology",SG,S100108,SG028,Rectal Polyp Excision,SG028A,Rectal Polyp Excision,"9,600"
896,"General Surgery, Surgical  Oncology",SG,S100002,SG029,Anterior Resection of rectum,SG029A,Open,"28,500"
897,"General Surgery, Surgical  Oncology",SG,S100002,SG029,Anterior Resection of rectum,SG029B,Lap.,"28,500"
898,"General Surgery, Pediatric  Surgery",SG,"S100090, S100120, S100121",SG030,Resection Anastomosis,SG030A,Open,"25,000"
899,"General Surgery, Pediatric  Surgery",SG,"S100090, S100120, S100121",SG030,Resection Anastomosis,SG030B,Lap.,"25,000"
900,General Surgery,SG,S100053,SG031,Procedure for Fissure in Ano,SG031A,Procedure for Fissure in Ano,"8,000"
901,General Surgery,SG,S100123,SG032,Haemorroidectomy,SG032A,without Stapler,"15,000"
902,General Surgery,SG,S100123,SG032,Haemorroidectomy,SG032B,with Stapler,"15,000"
903,General Surgery,SG,S100042,SG033,Management of Pilonidal Sinus,SG033A,Management of Pilonidal Sinus,"5,000"
904,General Surgery,SG,S100050,SG034,Exicision of Sinus and Curettage,SG034A,Exicision of Sinus and Curettage,"5,000"
905,"General Surgery, Pediatric  Surgery",SG,S100190,SG035,Exploratory Laparotomy,SG035A,Exploratory Laparotomy,"10,000"
906,"General Surgery, Pediatric  Surgery, Obstetrics &  Gynecology",SG,"S100092, S400060",SG036,Closure of Burst Abdomen,SG036A,Closure of Burst Abdomen,"15,000"
907,"General Surgery, Surgical  Oncology, Pediatric Surgery",SG,S100070,SG037,Hepatic Resection,SG037A,Open,"20,000"
908,"General Surgery, Surgical  Oncology, Pediatric Surgery",SG,S100177,SG037,Hepatic Resection,SG037B,Lap.,"20,000"
909,"General Surgery, Pediatric  Surgery",SG,S100079,SG038,Abdominal Hydatid Cyst (Single Organ),SG038A,Abdominal Hydatid Cyst (Single Organ),"15,800"
910,"General Surgery, Pediatric  Surgery",SG,New Package,SG039,Cholecystectomy,SG039A,Without Exploration of CBD - Open,"22,800"
911,"General Surgery, Pediatric  Surgery",SG,S100153,SG039,Cholecystectomy,SG039B,With Exploration of CBD - Open,"22,800"
912,"General Surgery, Pediatric  Surgery",SG,S100181,SG039,Cholecystectomy,SG039C,Without Exploration of CBD - Lap.,"22,800"
913,"General Surgery, Pediatric  Surgery",SG,S100175,SG039,Cholecystectomy,SG039D,With Exploration of CBD - Lap.,"22,800"
914,"General Surgery, Pediatric  Surgery",SG,S100154,SG040,Operative Cholecystostomy,SG040A,Open,"10,000"
915,"General Surgery, Pediatric  Surgery",SG,S100154,SG040,Operative Cholecystostomy,SG040B,Lap.,"10,000"
916,"General Surgery, Pediatric  Surgery",SG,S100211,SG041,Operation of Choledochal Cyst,SG041A,Operation of Choledochal Cyst,"24,500"
917,"General Surgery, Pediatric  Surgery",SG,"S100132, S100226",SG042,Splenectomy,SG042A,Open,"25,000"
918,"General Surgery, Pediatric  Surgery",SG,"S100132, S100187, S100226",SG042,Splenectomy,SG042B,Lap.,"25,000"
919,"General Surgery, Surgical  Oncology",SG,S100016,SG043,Bypass - Inoperable Pancreas,SG043A,Bypass - Inoperable Pancreas,"23,500"
920,"General Surgery, Surgical  Oncology, Pediatric Surgery",SG,S100107,SG044,Distal Pancreatectomy with  Pancreatico Jejunostomy,SG044A,Distal Pancreatectomy with  Pancreatico Jejunostomy,"25,000"
921,"General Surgery, Surgical  Oncology",SG,S100106,SG045,PancreaticoDuodenectomy (Whipple's),SG045A,PancreaticoDuodenectomy (Whipple's),"30,000"
922,General Surgery,SG,S100111,SG046,Porto Caval Anastomosis,SG046A,Porto Caval Anastomosis,"31,500"
923,General Surgery,SG,S100100,SG047,Mesenteric Caval Anastomosis,SG047A,Mesenteric Caval Anastomosis,"28,500"
924,"General Surgery, Pediatric  Surgery",SG,S100099,SG048,Mesenteric Cyst – Excision,SG048A,Mesenteric Cyst – Excision,"15,000"
925,"General Surgery, Surgical  Oncology, Pediatric Surgery",SG,S100122,SG049,Retroperitoneal Tumor – Excision,SG049A,Retroperitoneal Tumor – Excision,"23,000"
926,General Surgery,SG,New Package,SG050,Groin Hernia Repair,SG050A,Inguinal - Open,"14,200"
927,General Surgery,SG,New Package,SG050,Groin Hernia Repair,SG050B,Inguinal - Lap.,"14,200"
928,General Surgery,SG,S100075,SG050,Groin Hernia Repair,SG050C,Femoral - Open,"14,200"
929,General Surgery,SG,S100075,SG050,Groin Hernia Repair,SG050D,Femoral - Lap,"14,200"
930,"General Surgery,  Pediatric  Surgery",SG,New Package,SG050,Groin Hernia Repair,SG050E,Obturator - Lap.,"20,000"
931,"General Surgery, Pediatric  Surgery",SG,S100071,SG051,Hernia - Ventral,SG051A,Epigastric,"17,400"
932,"General Surgery, Pediatric  Surgery",SG,S100074,SG051,Hernia - Ventral,SG051B,Umbilical,"17,400"
933,"General Surgery, Pediatric  Surgery",SG,New Package,SG051,Hernia - Ventral,SG051C,Paraumbilical,"17,400"
934,"General Surgery, Pediatric  Surgery",SG,S100115,SG051,Hernia - Ventral,SG051D,Spigelian,"17,400"
935,"General Surgery, Pediatric  Surgery",SG,"S100072, S400006",SG052,Repair of Incisional Hernia,SG052A,Repair of Incisional Hernia,"20,000"
936,"General Surgery, Pediatric  Surgery",SG,S100078,SG053,Hiatus Hernia Repair / Fundoplication,SG053A,Hiatus Hernia Repair - Open,"23,500"
937,"General Surgery, Pediatric  Surgery",SG,S100184,SG053,Hiatus Hernia Repair / Fundoplication,SG053B,Hiatus Hernia Repair - Lap.,"23,500"
938,"General Surgery, Pediatric  Surgery",SG,S100059,SG053,Hiatus Hernia Repair / Fundoplication,SG053C,Fundoplication - Open,"23,500"
939,"General Surgery, Pediatric  Surgery",SG,S100059,SG053,Hiatus Hernia Repair / Fundoplication,SG053D,Fundoplication - Lap.,"23,500"
940,General Surgery,SG,S100019,SG054,Excision of cyst / Sebaceous Cysts over scrotum,SG054A,Single Cyst,"2,000"
941,General Surgery,SG,S100019,SG054,Excision of cyst / Sebaceous Cysts over scrotum,SG054B,Multiple Cysts,"7,000"
942,General Surgery,SG,S100039,SG055,Excision Filarial Scrotum,SG055A,Excision Filarial Scrotum,"6,500"
943,"General Surgery, Pediatric  Surgery",SG,"S100080, S100081",SG056,Operation for Hydrocele (U/L),SG056A,Operation for Hydrocele (U/L),"5,000"
944,"General Surgery, Pediatric  Surgery",SG,"S100033, S100034",SG057,Epididymal Cyst / Nodule Excision,SG057A,Epididymal Cyst exision,"4,600"
945,"General Surgery, Pediatric  Surgery",SG,"S100033, S100034",SG057,Epididymal Cyst / Nodule Excision,SG057B,Epididymal Nodule excision,"4,600"
946,"General Surgery, Urology",SG,S100143,SG058,Vasovasostomy,SG058A,Vasovasostomy,"12,000"
947,"General Surgery, Surgical  Oncology, Pediatric Surgery",SG,New Package,SG059,Orchidectomy,SG059A,Orchidectomy,"11,200"
948,"General Surgery, Pediatric  Surgery",SG,S100084,SG060,Inguinal Node (dissection) - U/L,SG060A,Inguinal Node (dissection) - U/L,"16,000"
949,"General Surgery, Surgical  Oncology",SG,S100160,SG061,Estlander Operation (lip),SG061A,Estlander Operation (lip),"9,300"
950,"General Surgery, Surgical  Oncology",SG,S100199,SG062,Operation for Carcinoma Lip,SG062A,Wedge Excision,"19,000"
951,"General Surgery, Surgical  Oncology",SG,New Package,SG062,Operation for Carcinoma Lip,SG062B,Wedge Excision and Vermilionectomy,"23,800"
952,"General Surgery, Surgical  Oncology",SG,S100209,SG062,Operation for Carcinoma Lip,SG062C,Cheek advancement,"26,800"
953,"General Surgery, Surgical  Oncology, Pediatric Surgery",SG,S100044,SG063,Complete Excision of Growth from Tongue only  (inclusive of Histopathology),SG063A,Complete Excision of Growth from Tongue only  (inclusive of Histopathology),"9,400"
954,"General Surgery, Surgical  Oncology",SG,S100045,SG064,Excision of Growth from Tongue with neck node  dissection,SG064A,Excision of Growth from Tongue with neck node  dissection,"23,500"
955,General Surgery,SG,S100101,SG065,Microlaryngoscopic Surgery,SG065A,Microlaryngoscopic Surgery,"18,500"
956,"General Surgery, Surgical  Oncology",SG,S100134,SG066,Submandibular Mass Excision,SG066A,Submandibular Mass Excision,"15,000"
957,"General Surgery, Surgical  Oncology, ENT",SG,S100114,SG067,Radical Neck Dissection,SG067A,Radical Neck Dissection,"15,000"
958,"General Surgery, ENT",SG,"S100014, S200079",SG068,Surgical removal of Branchial Cyst,SG068A,Surgical removal of Branchial Cyst,"15,000"
959,"General Surgery, Surgical  Oncology, CTVS",SG,S100152,SG069,Carotid Body tumour - Excision,SG069A,Carotid Body tumour - Excision,"20,000"
960,"General Surgery, Surgical  Oncology, Pediatric Surgery,  ENT",SG,S100168,SG070,Thyroidectomy,SG070A,Hemi thyroidectomy,"17,000"
961,"General Surgery, Surgical  Oncology, Pediatric Surgery,  ENT",SG,S100169,SG070,Thyroidectomy,SG070B,Total thyroidectomy,"20,000"
962,"General Surgery, Surgical  Oncology, Pediatric Surgery,  ENT",SG,S100242,SG070,Thyroidectomy,SG070C,Total Thyroidectomy with Block Dissection,"28,000"
963,"General Surgery, Surgical  Oncology, Pediatric Surgery",SG,S100162,SG071,Excision of Parathyroid Adenoma / Carcinoma,SG071A,Excision of Parathyroid Adenoma,"20,400"
964,"General Surgery, Surgical  Oncology, Pediatric Surgery",SG,S100162,SG071,Excision of Parathyroid Adenoma / Carcinoma,SG071B,Excision of Parathyroid Carcinoma,"20,400"
965,"General Surgery, Pediatric  Surgery",SG,S100210,SG072,Thymectomy,SG072A,Thymectomy,"28,000"
966,"General Surgery, Pediatric  Surgery",SG,"S100239, S100229",SG073,Sympathectomy,SG073A,Sympathectomy,"15,000"
967,"General Surgery, Surgical  Oncology",SG,"S100012, S100013",SG074,Breast Lump Excision (Benign),SG074A,Breast Lump Excision (Benign),"6,000"
968,"General Surgery, Surgical  Oncology",SG,S100098,SG075,Mastectomy,SG075A,Simple Mastectomy,"20,000"
969,"General Surgery, Surgical  Oncology",SG,S100113,SG075,Mastectomy,SG075B,Radical / Modified Radical Mastectomy,"25,000"
970,General Surgery,SG,S100040,SG076,Excision Mammary Fistula,SG076A,Excision Mammary Fistula,"14,500"
971,"General Surgery, Pediatric  Surgery, CTVS",SG,S100208,SG077,Intercostal drainage Only,SG077A,Intercostal drainage Only,"4,800"
972,"General Surgery, Pediatric  Surgery",SG,S100224,SG078,Rib Resection & Drainage,SG078A,Rib Resection & Drainage,"14,000"
973,"General Surgery, Pediatric  Surgery",SG,S100233,SG079,Thoracoplasty,SG079A,Thoracoplasty,"20,000"
974,"General Surgery, Pediatric  Surgery",SG,S100157,SG080,Decortication (Pleurectomy),SG080A,Decortication (Pleurectomy),"28,000"
