,Specialty Code HBP 2.0,Specialty,Package Code HBP 2.1,AB PM - JAY  Package Name,Procedure Code HBP 2.1,AB PM - JAY  Procedure Name,Procedure Price,Stratification,Implant,Total Package Price
851,SE,Ophthalmology,SE012,Corneal Grafting,SE012A,Corneal Grafting,"8,500",NA,NA,"8,500"
852,SE,Ophthalmology,SE012,Corneal Grafting,SE012B,Corneal Graft - Follow Up,"2,000",NA,NA,"2,000"
853,SE,Ophthalmology,SE012,Corneal Grafting,SE012C,Lamellar Keratoplasty,"13,750",NA,NA,"13,750"
854,SE,Ophthalmology,SE013,Corneal Collagen Crosslinking,SE013A,Corneal Collagen Crosslinking,"9,000",NA,NA,"9,000"
855,SE,Ophthalmology,SE014,Pterygium + Conjunctival  Autograft,SE014A,Pterygium + Conjunctival  Autograft,"5,000",NA,NA,"5,000"
856,SE,Ophthalmology,SE015,Corneo / Scleral / Corneo  scleral tear repair,SE015A,Corneo / Scleral / Corneo  scleral tear repair,"11,500",NA,NA,"11,500"
857,SE,Ophthalmology,SE016,Corneal / Scleral Patch Graft,SE016A,Corneal / Scleral Patch Graft,"3,000",NA,NA,"3,000"
858,SE,Ophthalmology,SE017,Scleral buckling surgery,SE017A,Scleral buckling surgery,"15,000",NA,NA,"15,000"
859,SE,Ophthalmology,SE018,Scleral Buckle Removal,SE018A,Scleral Buckle Removal,"5,500",NA,NA,"5,500"
860,SE,Ophthalmology,SE019,Limbal Dermoid Removal,SE019A,Limbal Dermoid Removal,"1,000",NA,Tissue graft - Cornea / Sclera -  3000,"4,000"
861,SE,Ophthalmology,SE020,Cataract surgery,SE020A,Phaco emulsification with  foldable hydrophobic acrylic  IOL,"4,500",NA,Foldable Hydrophobic  intraocular lens - 3000,"7,500"
862,SE,Ophthalmology,SE020,Cataract surgery,SE020B,SICS with non-foldable IOL,"4,000",NA,Non foldable IOL - 1000,"5,000"
863,SE,Ophthalmology,SE021,Surgery for Pediatric Cataract,SE021A,Paediatric lensectomy,"9,200",NA,Foldable Hydrophobic  intraocular lens - 3000,"12,200"
864,SE,Ophthalmology,SE021,Surgery for Pediatric Cataract,SE021B,Pediatric lens aspiration with  posterior capsulotomy &  anterior vitrectomy,"9,200",NA,Foldable Hydrophobic  intraocular lens - 3000,"12,200"
865,SE,Ophthalmology,SE021,Surgery for Pediatric Cataract,SE021C,Paediatric Membranectomy &  anterior vitrectomy,"9,200",NA,Foldable Hydrophobic  intraocular lens - 3000,"12,200"
866,SE,Ophthalmology,SE022,Capsulotomy (YAG),SE022A,Capsulotomy (YAG),"1,500",NA,NA,"1,500"
867,SE,Ophthalmology,SE023,SFIOL (inclusive of  Vitrectomy),SE023A,SFIOL (inclusive of  Vitrectomy),"15,000",NA,Glue for Scleral fixated IOL -  3000,"18,000"
868,SE,Ophthalmology,SE024,Secondary IOL / IOL  Exchange / Explant,SE024A,Secondary IOL / IOL  Exchange / Explant,"2,000",NA,IOL - 3000,"5,000"
869,SE,Ophthalmology,SE025,IRIS Prolapse – Repair,SE025A,IRIS Prolapse – Repair,"4,000",NA,NA,"4,000"
870,SE,Ophthalmology,SE026,Iridectomy,SE026A,Iridectomy,"2,000",NA,NA,"2,000"
871,SE,Ophthalmology,SE027,Glaucoma Surgery,SE027A,Cyclocryotherapy /  Cyclophotocoagulation,"3,700",NA,NA,"3,700"
872,SE,Ophthalmology,SE027,Glaucoma Surgery,SE027B,"Glaucoma Surgery  (Trabeculectomy only) with or  without Mitomycin C, including  postoperative medications for  12 weeks  (and wherever surgical or  laser procedures required for  bleb augmentation and  anterior chamber  maintenance)","11,000",NA,NA,"11,000"
873,SE,Ophthalmology,SE027,Glaucoma Surgery,SE027C,Glaucoma Shunt Surgery,"13,000",NA,Valved / Non Valved  Glaucoma tube - shunt - 7000,"20,000"
874,SE,Ophthalmology,SE027,Glaucoma Surgery,SE027D,Pediatric Glaucoma Surgery,"15,000",NA,NA,"15,000"
875,SE,Ophthalmology,SE028,EUA for Confirmation of  Pediatric Glaucoma,SE028A,EUA for Confirmation of  Pediatric Glaucoma,"3,000",NA,NA,"3,000"
876,SE,Ophthalmology,SE029,Retinal Laser  Photocoagulation,SE029A,For retinal tear repair Per Eye  Per Sitting,"1,500",NA,NA,"1,500"
877,SE,Ophthalmology,SE029,Retinal Laser  Photocoagulation,SE029B,Pan Retinal Photocoagulation  (PRP) - Retinal Laser  including 3 sittings / package  of retino laser  photocoagulation  (3 sittings per eye for both  eyes),"8,500",NA,NA,"8,500"
878,SE,Ophthalmology,SE030,ROP Laser - Per Eye,SE030A,ROP Laser - Per Eye,"5,000",NA,NA,"5,000"
879,SE,Ophthalmology,SE031,Retinal Cryopexy,SE031A,Retinal Cryopexy,"3,800",NA,NA,"3,800"
880,SE,Ophthalmology,SE032,Vitreoretinal Surgery (with  Silicon Oil Insertion),SE032A,Vitreoretinal Surgery (with  Silicon Oil Insertion),"17,900",NA,"Implant for ""Vitreoretinal  Surgery"" (IOL & Per flouro  carbon liquid) - 6000","23,900"
881,SE,Ophthalmology,SE033,SOR (Silicon Oil Removal),SE033A,SOR (Silicon Oil Removal),"9,300",NA,NA,"9,300"
882,SE,Ophthalmology,SE034,Endophthalmitis (excluding  Vitrectomy),SE034A,Endophthalmitis (excluding  Vitrectomy),"8,000",NA,NA,"8,000"
883,SE,Ophthalmology,SE035,Enucleation,SE035A,Without implant,"8,400",NA,NA,"8,400"
884,SE,Ophthalmology,SE035,Enucleation,SE035B,With implant,"8,400",NA,"Implant for ""Enucleation""  (Conformers + Plastic / silicon  ball type implant) - 1000","9,400"
885,SE,Ophthalmology,SE036,Evisceration,SE036A,Evisceration,"3,800",NA,"Implant for ""Evisceration""  (Conformers + Plastic / silicon  ball type implant) - 1000","4,800"
886,SE,"Ophthalmology, Surgical  Oncology",SE037,Exenteration,SE037A,Exenteration,"15,000",NA,NA,"15,000"
887,SE,Ophthalmology,SE038,Socket Reconstruction  including Amniotic Membrane  Graft,SE038A,Socket Reconstruction  including Amniotic Membrane  Graft,"11,200",NA,NA,"11,200"
888,SE,Ophthalmology,SE039,Orbitotomy,SE039A,Orbitotomy,"14,000",NA,NA,"14,000"
889,SE,"Ophthalmology, ENT, General  Surgery, Radiation Oncology",SE040,GA / EUA separate add on  package,SE040A,GA / EUA separate add on  package,"3,000",NA,NA,"3,000"
890,SE,Ophthalmology,SE041,Orbital fracture repair,SE041A,Orbital fracture repair under  GA,"10,500",TBF,TBF,TBF
891,SG,"General Surgery, Surgical  Oncology",SG001,Oesophagectomy,SG001A,Oesophagectomy,"28,300",NA,NA,"28,300"
892,SG,"General Surgery, Pediatric  Surgery",SG002,Operations for Replacement  of Oesophagus by Colon,SG002A,Operations for Replacement  of Oesophagus by Colon,"30,500",NA,NA,"30,500"
893,SG,General Surgery,SG003,Gastrectomy,SG003A,Bleeding Ulcer - Partial  Gastrectomy without  Vagotomy,"25,000",NA,NA,"25,000"
894,SG,General Surgery,SG003,Gastrectomy,SG003B,Bleeding Ulcer - Partial  Gastrectomy with Vagotomy,"25,000",NA,NA,"25,000"
895,SG,"General Surgery, Surgical  Oncology",SG003,Gastrectomy,SG003C,Partial Gastrectomy for  Carcinoma,"27,800",NA,NA,"27,800"
896,SG,"General Surgery, Surgical  Oncology",SG003,Gastrectomy,SG003D,Subtotal Gastrectomy for  Carcinoma,"27,800",NA,NA,"27,800"
897,SG,"General Surgery, Surgical  Oncology",SG003,Gastrectomy,SG003E,Total Gastrectomy - Lap.,"51,600",NA,NA,"51,600"
898,SG,"General Surgery, Surgical  Oncology",SG003,Gastrectomy,SG003F,Total Gastrectomy - Open,"51,600",NA,NA,"51,600"
899,SG,"General Surgery, Pediatric  Surgery",SG004,Operative Gastrostomy,SG004A,Operative Gastrostomy,"15,000",NA,NA,"15,000"
900,SG,General Surgery,SG005,Vagotomy,SG005A,G J Vagotomy,"23,500",NA,NA,"23,500"
901,SG,General Surgery,SG005,Vagotomy,SG005B,Vagotomy + Pyloroplasty,"23,500",NA,NA,"23,500"
902,SG,General Surgery,SG006,Operation for Bleeding Peptic  Ulcer,SG006A,Operation for Bleeding Peptic  Ulcer,"22,500",NA,NA,"22,500"
903,SG,General Surgery,SG007,Operation for Gastric /  Duodenal Perforation,SG007A,Gastric Perforation,"18,500",NA,NA,"18,500"
904,SG,General Surgery,SG007,Operation for Gastric /  Duodenal Perforation,SG007B,Duodenal Perforation,"18,500",NA,NA,"18,500"
905,SG,"General Surgery, Pediatric  Surgery",SG008,Pyloroplasty,SG008A,Pyloroplasty,"14,000",NA,NA,"14,000"
906,SG,"General Surgery, Pediatric  Surgery",SG009,Pyloromyotomy,SG009A,Pyloromyotomy,"15,000",NA,NA,"15,000"
907,SG,"General Surgery, Surgical  Oncology",SG010,Gastrojejunostomy,SG010A,Gastrojejunostomy,"18,500",NA,NA,"18,500"
908,SG,"General Surgery, Pediatric  Surgery",SG011,CystoJejunostomy /  Cystogastrostomy,SG011A,CystoJejunostomy - Open,"20,000",NA,NA,"20,000"
909,SG,"General Surgery, Pediatric  Surgery",SG011,CystoJejunostomy /  Cystogastrostomy,SG011B,CystoJejunostomy - Lap.,"20,000",NA,NA,"20,000"
910,SG,"General Surgery, Pediatric  Surgery",SG011,CystoJejunostomy /  Cystogastrostomy,SG011C,Cystogastrostomy - Open,"20,000",NA,NA,"20,000"
911,SG,"General Surgery, Pediatric  Surgery",SG011,CystoJejunostomy /  Cystogastrostomy,SG011D,Cystogastrostomy - Lap.,"20,000",NA,NA,"20,000"
912,SG,"General Surgery, Surgical  Oncology, Pediatric Surgery",SG012,Feeding Jejunostomy,SG012A,Feeding Jejunostomy,"10,000",NA,NA,"10,000"
913,SG,"General Surgery, Pediatric  Surgery",SG013,Ileostomy,SG013A,Ileostomy,"14,000",NA,NA,"14,000"
914,SG,"General Surgery, Pediatric  Surgery",SG014,Congenital Atresia & Stenosis  of Small Intestine,SG014A,Congenital Atresia & Stenosis  of Small Intestine,"23,000",NA,NA,"23,000"
915,SG,"General Surgery, Pediatric  Surgery",SG015,Operation for Duplication of  Intestine,SG015A,Operation for Duplication of  Intestine,"18,000",NA,NA,"18,000"
916,SG,General Surgery,SG016,Diverticulectomy,SG016A,Excision Duodenal  Diverticulum,"20,000",NA,NA,"20,000"
917,SG,"General Surgery, Pediatric  Surgery",SG016,Diverticulectomy,SG016B,"Excision Meckel's Diverticulum                                     15,000",,NA,NA,"15,000"
918,SG,"General Surgery, Pediatric  Surgery",SG017,Appendicectomy,SG017A,Open,"11,000",NA,NA,"11,000"
919,SG,"General Surgery, Pediatric  Surgery",SG017,Appendicectomy,SG017B,Lap.,"11,000",NA,NA,"11,000"
920,SG,"General Surgery, Pediatric  Surgery",SG018,Appendicular Perforation,SG018A,Appendicular Perforation,"17,500",NA,NA,"17,500"
921,SG,"General Surgery, Pediatric  Surgery",SG019,Operative drainage of  Appendicular Abscess,SG019A,Operative drainage of  Appendicular Abscess,"12,000",NA,NA,"12,000"
922,SG,"General Surgery, Surgical  Oncology",SG020,Total Colectomy,SG020A,Open,"23,000",NA,NA,"23,000"
923,SG,"General Surgery, Surgical  Oncology",SG020,Total Colectomy,SG020B,Lap.,"23,000",NA,NA,"23,000"
924,SG,"General Surgery, Surgical  Oncology",SG021,Hemi colectomy,SG021A,Right - Open,"25,000",NA,NA,"25,000"
925,SG,"General Surgery, Surgical  Oncology",SG021,Hemi colectomy,SG021B,Right - Lap.,"25,000",NA,NA,"25,000"
926,SG,"General Surgery, Surgical  Oncology",SG021,Hemi colectomy,SG021C,Left - Open,"25,000",NA,NA,"25,000"
927,SG,"General Surgery, Surgical  Oncology",SG021,Hemi colectomy,SG021D,Left - Lap.,"25,000",NA,NA,"25,000"
928,SG,"General Surgery, Pediatric  Surgery",SG022,Operative Management of  Volvulus of Large Bowel,SG022A,Operative Management of  Volvulus of Large Bowel,"25,000",NA,NA,"25,000"
929,SG,"General Surgery, Surgical  Oncology, Pediatric Surgery",SG023,Colostomy,SG023A,Colostomy,"14,000",NA,NA,"14,000"
930,SG,"General Surgery, Surgical  Oncology, Pediatric Surgery",SG024,Closure of stoma,SG024A,Closure of stoma,"14,500",NA,NA,"14,500"
931,SG,General Surgery,SG025,Sigmoid Resection,SG025A,Sigmoid Resection,"21,500",NA,NA,"21,500"
932,SG,General Surgery,SG026,Perineal Procedure for Rectal  Prolapse,SG026A,Perineal Procedure for Rectal  Prolapse,"14,000",NA,NA,"14,000"
933,SG,General Surgery,SG027,Abdominal Procedure for  Rectal Prolapse,SG027A,Open,"19,000",NA,NA,"19,000"
934,SG,General Surgery,SG027,Abdominal Procedure for  Rectal Prolapse,SG027B,Lap.,"19,000",NA,NA,"19,000"
935,SG,"General Surgery, Surgical  Oncology",SG028,Rectal Polyp Excision,SG028A,Rectal Polyp Excision,"9,600",NA,NA,"9,600"
936,SG,"General Surgery, Surgical  Oncology",SG029,Anterior Resection of rectum,SG029A,Open,"28,500",NA,NA,"28,500"
937,SG,"General Surgery, Surgical  Oncology",SG029,Anterior Resection of rectum,SG029B,Lap.,"28,500",NA,NA,"28,500"
938,SG,"General Surgery, Pediatric  Surgery",SG030,Resection Anastomosis,SG030A,Open,"25,000",NA,NA,"25,000"
939,SG,"General Surgery, Pediatric  Surgery",SG030,Resection Anastomosis,SG030B,Lap.,"25,000",NA,NA,"25,000"
940,SG,General Surgery,SG031,Procedure for Fissure in Ano,SG031A,Procedure for Fissure in Ano,"8,000",NA,NA,"8,000"
941,SG,General Surgery,SG032,Haemorroidectomy,SG032A,without Stapler,"15,000",NA,NA,"15,000"
942,SG,General Surgery,SG032,Haemorroidectomy,SG032B,with Stapler,"15,000",NA,Haemorroid Stapler - 17000,"32,000"
943,SG,General Surgery,SG033,Management of Pilonidal  Sinus,SG033A,Management of Pilonidal  Sinus,"5,000",LA - 5000 GA - 13500,NA,LA - 5000 GA - 13500
944,SG,General Surgery,SG034,Exicision of Sinus and  Curettage,SG034A,Exicision of Sinus and  Curettage,"5,000",NA,NA,"5,000"
945,SG,"General Surgery, Pediatric  Surgery",SG035,Exploratory Laparotomy,SG035A,Exploratory Laparotomy,"10,000",NA,NA,"10,000"
946,SG,"General Surgery, Pediatric  Surgery, Obstetrics &  Gynecology",SG036,Closure of Burst Abdomen,SG036A,Closure of Burst Abdomen,"15,000",NA,NA,"15,000"
947,SG,"General Surgery, Surgical  Oncology, Pediatric Surgery",SG037,Hepatic Resection,SG037A,Open,"20,000",NA,NA,"20,000"
948,SG,"General Surgery, Surgical  Oncology, Pediatric Surgery",SG037,Hepatic Resection,SG037B,Lap.,"20,000",NA,NA,"20,000"
949,SG,"General Surgery, Pediatric  Surgery",SG038,Abdominal Hydatid Cyst  (Single Organ),SG038A,Abdominal Hydatid Cyst  (Single Organ),"15,800",NA,NA,"15,800"
950,SG,"General Surgery, Pediatric  Surgery",SG039,Cholecystectomy,SG039A,Without Exploration of CBD -  Open,"22,800",NA,NA,"22,800"
951,SG,"General Surgery, Pediatric  Surgery",SG039,Cholecystectomy,SG039B,With Exploration of CBD -  Open,"22,800",NA,NA,"22,800"
952,SG,"General Surgery, Pediatric  Surgery",SG039,Cholecystectomy,SG039C,Without Exploration of CBD -  Lap.,"22,800",NA,NA,"22,800"
953,SG,"General Surgery, Pediatric  Surgery",SG039,Cholecystectomy,SG039D,With Exploration of CBD - Lap.,"22,800",NA,NA,"22,800"
954,SG,"General Surgery, Pediatric  Surgery",SG040,Operative Cholecystostomy,SG040A,Open,"10,000",NA,NA,"10,000"
955,SG,"General Surgery, Pediatric  Surgery",SG040,Operative Cholecystostomy,SG040B,Lap.,"10,000",NA,NA,"10,000"
956,SG,"General Surgery, Pediatric  Surgery",SG041,Operation of Choledochal Cyst,SG041A,Operation of Choledochal Cyst,"24,500",NA,NA,"24,500"
957,SG,"General Surgery, Pediatric  Surgery",SG042,Splenectomy,SG042A,Open,"25,000",NA,NA,"25,000"
958,SG,"General Surgery, Pediatric  Surgery",SG042,Splenectomy,SG042B,Lap.,"25,000",NA,NA,"25,000"
959,SG,"General Surgery, Surgical  Oncology",SG043,Bypass - Inoperable Pancreas,SG043A,Bypass - Inoperable Pancreas,"23,500",NA,NA,"23,500"
960,SG,"General Surgery, Surgical  Oncology, Pediatric Surgery",SG044,Distal Pancreatectomy with  Pancreatico Jejunostomy,SG044A,Distal Pancreatectomy with  Pancreatico Jejunostomy,"25,000",NA,NA,"25,000"
961,SG,"General Surgery, Surgical  Oncology",SG045,PancreaticoDuodenectomy  (Whipple's),SG045A,PancreaticoDuodenectomy  (Whipple's),"30,000",NA,NA,"30,000"
962,SG,General Surgery,SG046,Porto Caval Anastomosis,SG046A,Porto Caval Anastomosis,"31,500",NA,NA,"31,500"
963,SG,General Surgery,SG047,Mesenteric Caval  Anastomosis,SG047A,Mesenteric Caval  Anastomosis,"28,500",NA,NA,"28,500"
964,SG,"General Surgery, Pediatric  Surgery",SG048,Mesenteric Cyst – Excision,SG048A,Mesenteric Cyst – Excision,"15,000",NA,NA,"15,000"
965,SG,"General Surgery, Surgical  Oncology, Pediatric Surgery",SG049,Retroperitoneal Tumor –  Excision,SG049A,Retroperitoneal Tumor –  Excision,"23,000",NA,NA,"23,000"
966,SG,General Surgery,SG050,Groin Hernia Repair,SG050A,Inguinal - Open,"14,200",NA,Mesh - 6 X 3 - Polypropylene -  2000,"16,200"
967,SG,General Surgery,SG050,Groin Hernia Repair,SG050B,Inguinal - Lap.,"14,200",NA,Mesh - 6 X 3 - Polypropylene -  2000,"16,200"
968,SG,General Surgery,SG050,Groin Hernia Repair,SG050C,Femoral - Open,"14,200",NA,Mesh - 6 X 3 - Polypropylene -  2000,"16,200"
969,SG,General Surgery,SG050,Groin Hernia Repair,SG050D,Femoral - Lap,"14,200",NA,Mesh - 6 X 3 - Polypropylene -  2000,"16,200"
970,SG,"General Surgery,  Pediatric  Surgery",SG050,Groin Hernia Repair,SG050E,Obturator - Lap.,"20,000",NA,Tackers - 15000 Mesh - 15 X 15 - 5000,"40,000"
971,SG,"General Surgery, Pediatric  Surgery",SG051,Hernia - Ventral,SG051A,Epigastric,"17,400",NA,Mesh - 15 X 15 - 5000,"22,400"
972,SG,"General Surgery, Pediatric  Surgery",SG051,Hernia - Ventral,SG051B,Umbilical,"17,400",NA,Mesh - 15 X 15 - 5000,"22,400"
973,SG,"General Surgery, Pediatric  Surgery",SG051,Hernia - Ventral,SG051C,Paraumbilical,"17,400",NA,Mesh - 15 X 15 - 5000,"22,400"
974,SG,"General Surgery, Pediatric  Surgery",SG051,Hernia - Ventral,SG051D,Spigelian,"17,400",NA,Mesh - 15 X 15 - 5000,"22,400"
975,SG,"General Surgery, Pediatric  Surgery",SG052,Repair of Incisional Hernia,SG052A,Repair of Incisional Hernia,"20,000",NA,Mesh - 30 X 30 - 15000 or Mesh - 15 X 15 - 5000,35000 or 25000
976,SG,"General Surgery, Pediatric  Surgery",SG053,Hiatus Hernia Repair /  Fundoplication,SG053A,Hiatus Hernia Repair - Open,"23,500",NA,NA,"23,500"
977,SG,"General Surgery, Pediatric  Surgery",SG053,Hiatus Hernia Repair /  Fundoplication,SG053B,Hiatus Hernia Repair - Lap.,"23,500",NA,NA,"23,500"
978,SG,"General Surgery, Pediatric  Surgery",SG053,Hiatus Hernia Repair /  Fundoplication,SG053C,Fundoplication - Open,"23,500",NA,NA,"23,500"
979,SG,"General Surgery, Pediatric  Surgery",SG053,Hiatus Hernia Repair /  Fundoplication,SG053D,Fundoplication - Lap.,"23,500",NA,NA,"23,500"
980,SG,General Surgery,SG054,Excision of cyst / Sebaceous  Cysts over scrotum,SG054A,Single Cyst,"2,000",NA,NA,"2,000"
981,SG,General Surgery,SG054,Excision of cyst / Sebaceous  Cysts over scrotum,SG054B,Multiple Cysts,"7,000",NA,NA,"7,000"
982,SG,General Surgery,SG055,Excision Filarial Scrotum,SG055A,Excision Filarial Scrotum,"6,500",NA,NA,"6,500"
983,SG,"General Surgery, Pediatric  Surgery",SG056,Operation for Hydrocele (U/L),SG056A,Operation for Hydrocele (U/L),"5,000",NA,NA,"5,000"
984,SG,"General Surgery, Pediatric  Surgery",SG057,Epididymal Cyst / Nodule  Excision,SG057A,Epididymal Cyst exision,"4,600",NA,NA,"4,600"
985,SG,"General Surgery, Pediatric  Surgery",SG057,Epididymal Cyst / Nodule  Excision,SG057B,Epididymal Nodule excision,"4,600",NA,NA,"4,600"
986,SG,"General Surgery, Urology",SG058,Vasovasostomy,SG058A,Vasovasostomy,"12,000",NA,NA,"12,000"
987,SG,"General Surgery, Surgical  Oncology, Pediatric Surgery",SG059,Orchidectomy,SG059A,Orchidectomy,"11,200",NA,NA,"11,200"
988,SG,"General Surgery, Pediatric  Surgery",SG060,Inguinal Node (dissection) -  U/L,SG060A,Inguinal Node (dissection) -  U/L,"16,000",NA,NA,"16,000"
989,SG,"General Surgery, Surgical  Oncology",SG061,Estlander Operation (lip),SG061A,Estlander Operation (lip),"9,300",NA,NA,"9,300"
990,SG,"General Surgery, Surgical  Oncology",SG062,Operation for Carcinoma Lip,SG062A,Wedge Excision,"19,000",NA,NA,"19,000"
991,SG,"General Surgery, Surgical  Oncology",SG062,Operation for Carcinoma Lip,SG062B,Wedge Excision and  Vermilionectomy,"23,800",NA,NA,"23,800"
992,SG,"General Surgery, Surgical  Oncology",SG062,Operation for Carcinoma Lip,SG062C,Cheek advancement,"26,800",NA,NA,"26,800"
993,SG,"General Surgery, Surgical  Oncology, Pediatric Surgery",SG063,Complete Excision of Growth  from Tongue only (inclusive of  Histopathology),SG063A,Complete Excision of Growth  from Tongue only  (inclusive of Histopathology),"9,400",NA,NA,"9,400"
994,SG,"General Surgery, Surgical  Oncology",SG064,Excision of Growth from  Tongue with neck node  dissection,SG064A,Excision of Growth from  Tongue with neck node  dissection,"23,500",NA,NA,"23,500"
995,SG,General Surgery,SG065,Microlaryngoscopic Surgery,SG065A,Microlaryngoscopic Surgery,"18,500",NA,NA,"18,500"
996,SG,"General Surgery, Surgical  Oncology",SG066,Submandibular Mass Excision,SG066A,Submandibular Mass Excision,"15,000",NA,NA,"15,000"
997,SG,"General Surgery, Surgical  Oncology, ENT",SG067,Radical Neck Dissection,SG067A,Radical Neck Dissection,"15,000",NA,NA,"15,000"
998,SG,"General Surgery, ENT",SG068,Surgical removal of Branchial  Cyst,SG068A,Surgical removal of Branchial  Cyst,"15,000",NA,NA,"15,000"
999,SG,"General Surgery, Surgical  Oncology, CTVS",SG069,Carotid Body tumour -  Excision,SG069A,Carotid Body tumour -  Excision,"20,000",NA,NA,"20,000"
1000,SG,"General Surgery, Surgical  Oncology, Pediatric Surgery,  ENT",SG070,Thyroidectomy,SG070A,Hemi thyroidectomy,"17,000",NA,NA,"17,000"
1001,SG,"General Surgery, Surgical  Oncology, Pediatric Surgery,  ENT",SG070,Thyroidectomy,SG070B,Total thyroidectomy,"20,000",NA,NA,"20,000"
1002,SG,"General Surgery, Surgical  Oncology, Pediatric Surgery,  ENT",SG070,Thyroidectomy,SG070C,Total Thyroidectomy with  Block Dissection,"28,000",NA,NA,"28,000"
1003,SG,"General Surgery, Surgical  Oncology, Pediatric Surgery",SG071,Excision of Parathyroid  Adenoma / Carcinoma,SG071A,Excision of Parathyroid  Adenoma,"20,400",NA,NA,"20,400"
1004,SG,"General Surgery, Surgical  Oncology, Pediatric Surgery",SG071,Excision of Parathyroid  Adenoma / Carcinoma,SG071B,Excision of Parathyroid  Carcinoma,"20,400",NA,NA,"20,400"
1005,SG,"General Surgery, Pediatric  Surgery",SG072,Thymectomy,SG072A,Thymectomy,"28,000",NA,NA,"28,000"
1006,SG,"General Surgery, Pediatric  Surgery",SG073,Sympathectomy,SG073A,Sympathectomy,"15,000",NA,NA,"15,000"
1007,SG,"General Surgery, Surgical  Oncology",SG074,Breast Lump Excision  (Benign),SG074A,Breast Lump Excision  (Benign),"6,000",LA - 6000 GA - 12000,NA,LA - 6000 GA - 12000
1008,SG,"General Surgery, Surgical  Oncology",SG075,Mastectomy,SG075A,Simple Mastectomy,"20,000",NA,NA,"20,000"
1009,SG,"General Surgery, Surgical  Oncology",SG075,Mastectomy,SG075B,Radical / Modified Radical  Mastectomy,"25,000",NA,NA,"25,000"
1010,SG,General Surgery,SG076,Excision Mammary Fistula,SG076A,Excision Mammary Fistula,"14,500",NA,NA,"14,500"
1011,SG,"General Surgery, Pediatric  Surgery, CTVS",SG077,Intercostal drainage Only,SG077A,Intercostal drainage Only,"4,800",NA,NA,"4,800"
1012,SG,"General Surgery, Pediatric  Surgery",SG078,Rib Resection & Drainage,SG078A,Rib Resection & Drainage,"14,000",NA,NA,"14,000"
1013,SG,"General Surgery, Pediatric  Surgery",SG079,Thoracoplasty,SG079A,Thoracoplasty,"20,000",NA,NA,"20,000"
1014,SG,"General Surgery, Pediatric  Surgery",SG080,Decortication (Pleurectomy),SG080A,Decortication (Pleurectomy),"28,000",NA,NA,"28,000"
1015,SG,"General Surgery, Pediatric  Surgery, Surgical Oncology",SG081,Lobectomy,SG081A,Thoracoscopic,"27,500",NA,NA,"27,500"
1016,SG,"General Surgery, Pediatric  Surgery, Surgical Oncology",SG081,Lobectomy,SG081B,Open,"27,500",NA,NA,"27,500"
1017,SG,"General Surgery, Pediatric  Surgery",SG082,Thoracoscopic Segmental  Resection,SG082A,Thoracoscopic Segmental  Resection,"25,000",NA,NA,"25,000"
1018,SG,"General Surgery, Pediatric  Surgery",SG083,Lung Hydatid Cyst removal,SG083A,Lung Hydatid Cyst removal,"20,000",NA,NA,"20,000"
1019,SG,"General Surgery, Pediatric  Surgery",SG084,Incision & Drainage of  Abscess,SG084A,Incision & Drainage of  Abscess,"5,000",LA - 5000 GA - 10000,NA,LA - 5000 GA - 10000
1020,SG,General Surgery,SG085,Lipoma / Cyst / other  cutaneous swellings Excision,SG085A,Lipoma Excision,"5,000",LA - 5000 GA - 10000,NA,LA - 5000 GA - 10000
1021,SG,General Surgery,SG085,Lipoma / Cyst / other  cutaneous swellings Excision,SG085B,Cyst Excision,"5,000",LA - 5000 GA - 10000,NA,LA - 5000 GA - 10000
1022,SG,General Surgery,SG085,Lipoma / Cyst / other  cutaneous swellings Excision,SG085C,Other cutaneous swellings  Excision,"5,000",LA - 5000 GA - 10000,NA,LA - 5000 GA - 10000
1023,SG,General Surgery,SG086,Debridement of Ulcer,SG086A,Debridement of Ulcer,"5,000",LA - 5000 GA - 10000,NA,LA - 5000 GA - 10000
1024,SG,"General Surgery, Surgical  Oncology",SG087,Flap Reconstructive Surgery,SG087A,Flap Reconstructive Surgery,"20,000",NA,NA,"20,000"
1025,SG,"General Surgery, Plastic &  Reconstructive Surgery",SG088,Free Grafts - Wolfe Grafts,SG088A,Free Grafts - Wolfe Grafts,"14,000",NA,NA,"14,000"
1026,SG,General Surgery,SG089,Tissue Reconstruction Flap,SG089A,Tissue Reconstruction Flap,"25,000",NA,NA,"25,000"
1027,SG,"General Surgery, Plastic &  Reconstructive Surgery,  Pediatric Surgery",SG090,Split thickness skin grafts,SG090A,Small (< 4% TBSA),"13,500",NA,NA,"13,500"
1028,SG,"General Surgery, Plastic &  Reconstructive Surgery,  Pediatric Surgery",SG090,Split thickness skin grafts,SG090B,Medium (4 - 8% TBSA),"13,500",NA,NA,"13,500"
1029,SG,"General Surgery, Plastic &  Reconstructive Surgery,  Pediatric Surgery",SG090,Split thickness skin grafts,SG090C,Large (> 8% TBSA),"13,500",NA,NA,"13,500"
1030,SG,"General Surgery, Surgical  Oncology, Plastic &  Reconstructive Surgery",SG091,Skin Flaps - Rotation Flaps,SG091A,Skin Flaps - Rotation Flaps,"11,400",NA,NA,"11,400"
1031,SG,"General Surgery, Orthopedics",SG092,Tendon Transfer,SG092A,Tendon Transfer,"15,000",NA,NA,"15,000"
