,Sentences,Filename
2250,"After serving the notice period, the hospital should be allowed to withdraw provided the decisions to withdraw is not triggered 23 o 6Page 23 of 62 by an action against the hospital initiated by any government instrumentality, including the PM-JAY.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2251,5.2.1.12.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2252,5.3.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2253,On-boarding Processes after Approval 5.3.1.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2254,"Additionally, SHA will ensure that the status of the application is updated on the PM-JAY portal and the respective healthcare service provider is informed about the decision through email/SMS on the registered phone number within 3 working days.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2255,5.3.2.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2256,SHA and the healthcare service provider will sign an MoU within 7 working days of updating the decision on the portal.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2257,The contract will be printed on a non-judicial stamp paper of INR 100 value by the hospital and physically signed with two original copies (one for each party).,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2258,A copy of the signed contract will be uploaded on the HEM portal within 3 working days of signing.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2259,5.3.3.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2260,5.3.4.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2261,SHA will ensure automatic creation of BIS/TMS login through the system within 5 working days of MoU signing.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2262,24 o 6Page 24 of 62 5.3.5.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2263,"SHA will also ensure that training on systems and processes like beneficiary identification system, transaction management system, health benefit package, standard treatment guidelines, claim settlement process is provided within 15 working days of MoU signing.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2264,"It will be the responsibility of hospital to update changes in Hospital Basic information, infrastructure or manpower on HEM as soon as possible and update ‘Nil’ change in HEM system at the end of every month in case of no change.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2265,6. Disciplinary Proceedings and De-empanelment of Healthcare Providers 6.1.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2266,Rationale for Disciplinary Proceedings and De-empanelment 6.1.1.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2267,6.2.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2268,Institutional Structures for Disciplinary Proceedings and De-empanelment 6.2.1.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2269,6.3.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2270,Process for Disciplinary Proceedings and De-empanelment 6.3.1.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2271,Investigation of suspect claims/ hospitals 25 o 6Page 25 of 62 6.3.1.1.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2272,"Additionally, any complaint received about the EHCP from the patient or any third party or reported in the grievance cell may be put under the watch list by the SHA.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2273,Investigation of the case including submission of report will be done within 10 working days of flagging the case.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2274,Show-Cause Notice to the EHCP 6.3.2.1.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2275,"All attempts will be made to issue show cause notice within 7 working days from receipt of investigation report and in case of any delay, report must be submitted to CEO SHA, citing the reasons for the same.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2276,6.3.2.2.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2277,6.3.2.4.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2278,26 o 6Page 26 of 62 6.3.2.5.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2279,EHCP shall within 5 working days from the date of receipt to respond to the show-cause notice.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2280,"In case, the response is not received within 5 working days, the EHCP will be suspended.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2281,"All its operations will be blocked under PM-JAY through its web portal, for a specified time frame not exceeding 6 months or till a decision has been taken on the proceedings, so that no new pre- authorizations can be raised by the EHCP.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2282,"All attempts shall be made to send the notification within 2 working days of the decision and in case of any delay report must be submitted to CEO SHA, citing the reasons for the same.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2283,6.3.2.7.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2284,"The EHCP shall provide the requested documents/information within 3 working days through email, failing which the EHCP may be suspended for a specified time frame not exceeding 6 months or till a decision has been taken on the proceedings.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2285,All attempts will be made to send this notification within 2 working days of the decision taken by SHA.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2286,"In case of any delay, a report must be submitted to CEO SHA, citing the reasons for the same 6.3.2.8.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2287,"If there is no documentary evidence to suggest that the show cause notice was received or the EHCP denies having received the show cause notice, the SHA may share the notice again either 27 o 6Page 27 of 62 through physical delivery or registered email ID and receive an acknowledgement of the receipt.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2288,EHCP will have to respond within 3 working days from the date of receipt of the show-cause notice.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2289,6.3.2.10.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2290,Beneficiaries needing continued care beyond current pre-authorization may be referred to another hospital to ensure there is no disruption of services 6.3.3.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2291,All attempts will be made to complete the investigation and submit the report within 10 working days of show-cause issued.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2292,6.3.3.4.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2293,All attempts will be made by SHA/ IC to revoke the suspension within 5 working days of the investigation report submitted.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2294,"If the detailed investigation reveals that the suspicion/alleged malpractice on the part of EHCP are valid and further new cases are detected, the IC/SHA may recommend suspension for a specified time, not exceeding 6 months.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2295,"However, if the original cause of suspicion/alleged mischievous activities on the part of EHCP are not valid but additional malpractices are identified, a new show-cause notice will be issued to the 28 o 6Page 28 of 62 EHCP.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2296,All attempts will be made to issue the show cause notice within 7 working days of noticing such malpractices.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2297,"The EHCP will not be allowed more than 10 working days to respond, and a similar process of investigation will be followed.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2298,Suspension of the EHCP 6.3.4.1.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2299,"Suspension after show cause notice: For EHCPs where adequate evidence of malpractices is present and the EHCP is not able to provide satisfactory justification, the SHA may suspend the hospital for a specified time, not exceeding a period 6 months.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2300,"No response to Show Cause Notice: In case, the EHCP does not provide any response to the show- cause notice within the stipulated time as outlined above, the EHCP may be suspended for a specified time, not exceeding 6 months.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2301,6.3.4.3.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2302,6.3.4.4.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2303,"Direct suspension along with show-cause: If the SHA/IC obtains irrefutable evidence that the actions of the EHCP have or may cause grievous harm to the patients’ health or life, SHA may immediately suspend the EHCP for a specified time, not exceeding 6 months.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2304,"The suspension must be accompanied with a show-cause notice, allowing the EHCP time of 5 working days to respond to it.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2305,29 o 6Page 29 of 62 6.3.4.6.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2306,All attempts will be made to send the notification within 3 working days of decision.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2307,"Once the EHCP is suspended (or de-empaneled), different scenarios shall be managed as mentioned below: I. Suspicious cases: All the paid and unpaid cases where trigger/ suspicion flag has been raised shall be promptly investigated within 15 working days of suspension/de-empanelment, confirmed as fraud or not fraud and recovery shall be finalized for confirmed fraudulent cases which are already paid and the unpaid fraudulent cases shall be rejected.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2308,"Unpaid cases (non-triggered) with a high-risk score as determined by NHA algorithm (i.e., more than 60): All unpaid cases that have high risk score shall be mandatorily audited within 15 days of suspension/de-empanelment.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2309,Unpaid cases that are not triggered and do not have high risk score: At least 20% of such cases shall be audited (with a minimum of 10 cases and maximum of 100 cases) before payment and payment shall be based on audit findings.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2310,All such audits shall be completed within 30 days of suspension/de-empanelment.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2311,6.3.4.9.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2312,SHA will ensure that the payment of all unpaid claims is released only after making the recoveries as mentioned in point 1 and recovery of penalties as required to be levied.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2313,6.3.4.10.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2314,"If the matter of suspension or de-empanelment has been taken to court by the EHCP or is sub- judice, in such event, the claims under the sub-judice case jurisdiction shall not be considered for 30 o 6Page 30 of 62 above guidelines till the matter is finally concluded in court of law.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2315,No. 7.3.4.7 – 7.3.4.11.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2316,6.3.4.12.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2317,The EHCP may file an appeal against suspension to review the order along with the submission of necessary evidence and an undertaking of not repeating similar instances of malpractices within 30 working days of suspension.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2318,6.3.4.13.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2319,Presentation of case to the SEC and De-empanelment 6.3.5.1.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2320,The SEC will meet within 30 working days/ emergency meeting could be scheduled in exceptional circumstances of the case being referred.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2321,All relevant documents including the detailed investigation report will be submitted to the SEC either at the time of case filing or at least 10 working days prior to the meeting.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2322,6.3.5.3.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2323,31 o 6Page 31 of 62 6.3.5.4.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2324,"All attempts shall be made to take the final decision within 30 working days of 1st SEC meeting and in case of any delay, a report must be submitted to CEO SHA, citing the reasons for the same 6.3.5.5.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2325,"All attempts shall be made to implement any disciplinary proceeding as decided by SEC within 30 working days of the decision taken by SEC and in case of any delay, a report must be submitted to PS/AS-Health and Family Welfare Department of the State, citing the reasons for the same.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2326,6.3.5.6.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2327,Actions to be taken after De- empanelment 6.3.6.1.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2328,"Once the hospital has been de-empaneled, a letter/email will be sent to the EHCP regarding the decision at registered address /registered email ID/ of the EHCP within 3 working of the decision.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2329,6.3.6.2.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2330,"The Medical Council and Sate Medical Council should take it up and take appropriate action as per the Code of Medical Ethics Regulation, 2002 and/or such necessary action as may be required as per the applicable laws.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2331,32 o 6Page 32 of 62 6.3.6.4.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2332,"The period of de-empanelment would be for 1 years, unless stated otherwise.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2333,"Once de- empaneled, the EHCP cannot seek for re-empanelment until completion of 1 year from the 33 o 6Page 33 of 62 date of such de-empanelment.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2334,"In case SHA/SEC decides to re-empanel an EHCP within a period of 1 year, the same may be flagged in the system through HEM portal.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2335,6.3.6.6.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2336,"6.3.6.7. Based on the severity of the offence, SEC may de-empanel the EHCP for more than 2 years or may blacklist an EHCP.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2337,Timeline for Disciplinary Proceedings and De-empanelment Investigation of suspect claims 10 working days of flagging the cause Show-cause Notice Issuance 7 working days of submission of investigation report Response to Show-cause Notice by EHCP Within 5 working days Clarification of the Response from EHCP Within 3 working days Issuance of Show-cause Notice post Decision Within 2 working days Detailed Investigation along with submission of Investigation Report Within 10 working days Response to Suspension by EHCP Within 5 working days EHCP can file an appeal against suspension Within 30 working days Final decision to suspend/suspend with fine/revoke suspension/de- empanelment Within 30 working days of the 1st SEC meeting 34 o 6Page 34 of 62 6.4.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2338,Gradation of Offences 6.4.1.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2339,35 o 6Page 35 of 62 6.4.2.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2340,Penalties: Penalties for Offences by the Hospital Case Issue First Offence Second Offence Third Offence Illegal cash payments by beneficiary Full refund and penalty 5 times of illegal payment to be paid to the SHA by the hospital within 7 working days of the receipt of notice.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2341,"SHA shall thereafter transfer money to the beneficiary, charged in- actual, within 7 working days.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2342,"In addition to actions as mentioned for first offence, rejection of claim for the case, suspension of hospital De-empanelment/ blacklisting Billing for services not provided Rejection of claim and penalty 5 times the amount claimed for services not provided, to IC /SHA",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2343,"Rejection of claim and penalty of 10 times the amount claimed for services not provided, to IC/SHA, suspension of hospital De-empanelment/ blacklisting Up coding/ Unbundling/ Unnecessary Procedures Rejection of claim and penalty of up to 10 times the excess amount claimed due to up coding /unbundling/unnecessary procedures, to IC/SHA SHA may decide the amount based on the severity of the breach Rejection of claim and penalty of up to 20 times the excess amount claimed due to up coding/unbundling/ unnecessary procedures, to IC/SHA, suspension of hospital De-empanelment/ blacklisting Wrongful beneficiary identification Rejection of claim and penalty of up to 5 times the amount claimed for wrongful beneficiary identification to IC/SHA if hospital is found to be in connivance SHA may decide the amount based on the severity of the breach Rejection of claim and penalty of up to 10 times the amount claimed for wrongful beneficiary to SHA/IC if the hospital is found to be in connivance, suspension of hospital De-empanelment/ blacklisting 36 o 6Page 36 of 62 Non-adherence to minimum criteria for empanelment, quality and service standards as laid under PM JAY.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2344,In case of minor gaps - show cause notice with compliance period of 2 weeks for rectification and rejection of claims related to gaps In case major gaps and willful suppression/ misrepresentation of facts.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2345,"show cause notice with compliance period of 2 weeks for rectification, suspended if not rectified after 2 weeks and rejection of claims related to gaps and penalty up to 3 times of all cases related to gaps observed (iii) Suspension of services until rectification of gaps and validation by DEC.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2346,Penalty of up to 5 times of all the approved claims related to the gaps observed and suspension until rectification of gaps and validation by DEC De-empanelment and penalty of up to 5 times of all the approved claims related to the gaps observed 37 o 6Page 37 of 62 7.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2347,Annexure 1: Criteria for Empanelment This annexure contains the basic minimum criteria for empanelment for all the healthcare service providers.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2348,7.1.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2349,Minimum Criteria A hospital would be empanelled as a network private hospital with the approval of the respective State Health Agency5 if it adheres with the following minimum criteria: a) Should have at least 10 inpatient beds with adequate spacing and supporting staff as per norms.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2350,Non-AC but with fan/Cooler and heater in winter b),Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2351,"38 o 6Page 38 of 62 5 In order to facilitate the effective implementation of AB PM-JAY, State Governments shall set up the State Health Authority (SHA) or designate this function under any existing agency/ trust designated for this purpose, such as the state nodal agency or a trust set up for the state insurance program.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2352,6 Qualified doctors are a MBBS approved as per the Clinical Establishment Act/ State government rules & regulations as applicable from time to time.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2353,7 Qualified nurse per unit per shift shall be available as per requirement laid down by the Nursing Council/Clinical Establishment Act/ State government rules & regulations as applicable from time to time.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2354,"f) 24 hours emergency services managed by technically qualified staff wherever emergency services are offered or a minimum first aid/emergency medicine/oxygen availability i. Casualty should be equipped with Monitors, Defibrillator, Nebulizer with accessories, Crash Cart, Resuscitation equipment, Oxygen cylinders with flow meter/ tubing/catheter/face mask/nasal prongs, Suction apparatus etc.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2355,Round the clock Ambulance Services (own or tie-up) g) Mandatory for hospitals wherever surgical procedures are offered: 39 o 6Page 39 of 62 i. Fully equipped Operation Theatre of its own with qualified nursing staff under its employment round the clock.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2356,1.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2357,Piped gases 2.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2358,Multi-sign Monitoring equipment 3.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2359,Infusion of ionotropic support 4. Equipment for maintenance of body temperature 5.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2360,Weighing scale 6.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2361,Manpower for 24x7 monitoring 7.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2362,Emergency cash cart 8.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2363,Defibrillator 9.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2364,Equipment for ventilation 10.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2365,i) Records Maintenance: Maintain complete records as required on day-to-day basis and can provide necessary records of hospital / patients to the Society/Insurer or his representative as and when required.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2366,40 o 6Page 40 of 62 i. Wherever automated systems are used it should comply with MoHFW/ NHA EHR guidelines (as and when they are enforced) ii.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2367,p) Uninterrupted (24 hour) supply of electricity and generator facility with required capacity suitable to the bed strength of the hospital.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2368,"41 o 6Page 41 of 62 v) IT Hardware requirements (desktop/laptop with internet, printer, webcam, scanner/ fax, bio-metric device etc.) as mandated by the NHA 8 The non-medical coordinator will do a concierge and helpdesk role for the patients visiting the hospital, acting as a facilitator for beneficiaries and are the face of interaction for the beneficiaries.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2369,9,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2370,42 o 6Page 42 of 62 7.2.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2371,Criterion for Aspirational Districts Criterion for HCPs empanelment in aspirational districts as per the listed districts by NITI Aayog (Annexure 4) following relaxations are provided.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2372,"All the criteria remain the same for aspirational as mentioned above apart from the following: i. Minimum number of Inpatient Beds required for empanelment, should have 5 inpatient beds with adequate spacing and supporting staff as per norms unless providing day-care packages covered under PM-JAY ii.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2373,43 o 6Page 43 of 62 x. Casualty should be equipped with minimum Emergency Tray 7.3.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2374,Advanced Criteria Over and above the essential criteria required to provide basic services under AB-PMJAY (as mentioned in Category 1) those facilities undertaking defined specialty packages (as indicated in the benefit package for specialties mandated to qualify for advanced criteria) should have the following: a),Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2375,A hospital could be empanelled for one or more specialties subject to it qualifying to the concerned specialty criteria.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2376,e) Indicative specialty specific criteria are as under: 7.3.1.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2377,44 o 6Page 44 of 62 b) Post-op with ventilator support c) ICU Facility with cardiac monitoring and ventilator support d),Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2378,Associated Dosimetry system 45 o 6Page 45 of 62 7.3.3.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2379,7.3.4.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2380,46 o 6Page 46 of 62 7.3.6.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2381,"For Advanced Care and Critical Care Packages, in addition to 2.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2382,"d) Trained nurses 24x7 as per norms e) Trained Paediatrician(s) round the clock f) Arrangement for 24x7 stay of the Mother – to enable her to provide supervised care, breastfeeding and KMC to the baby in the nursery/NICU and upon transfer therefrom; provision of bedside KMC chairs.",Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2383,47 o 6Page 47 of 62 d),Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
2384,Sew lithotripsy equipment either “in-house” or through outsourced facility 7.3.9.,Office-Memorandum-OM-with-Revised-Empanelment-De-empanelment-Guideline-and-Ready-Reckoner.pdf
